budget,revenue,runtime,rating,poster_brightness,poster_saturation,poster_dom_r,poster_dom_g,poster_dom_b,budget_imputed,num_production_companies,num_production_countries,budget_per_minute,num_genres,is_action,is_animation,is_comedy,is_drama,is_scifi,num_cast,has_cast,num_directors,release_year,release_month,is_summer,is_holiday,is_weekend_month,movie_age,decade,num_keywords,has_keywords,in_collection,is_english
0.5045004825063288,17.008566828481705,0.0221517866750043,-1.1678913622479723,143.03,68.06,142.0,122.0,109.0,0,2,1,22.77470842004806,3,0,0,1,1,0,5,1,1,2000,3,0,0,0,24,2000,10,1,0,1
-0.3645775715445667,17.175200154449954,0.4858955218712742,0.4175843051596817,60.12,105.91,44.0,46.0,51.0,0,1,1,-0.7503209129001859,3,0,0,0,1,0,5,1,1,2000,2,0,0,0,24,2000,9,1,0,1
0.1557500329119643,16.960154698411323,-0.3488432014820115,1.186841892731237,103.93,127.29,85.0,76.0,77.0,1,2,1,0.0,5,0,1,0,1,0,5,1,1,2000,4,0,0,0,24,2000,7,1,1,0
0.4475742584535894,16.94421184103505,0.6713930159497822,-1.6151341457198063,209.45,48.61,203.0,190.0,181.0,0,2,1,0.6666352610481524,3,0,0,1,1,0,5,1,1,2000,9,0,0,0,24,2000,7,1,0,1
0.3521560996106586,16.925864921088664,0.8568905100282902,0.3974583799034494,27.59,4.36,27.0,27.0,27.0,0,5,3,0.41096977442197624,2,0,0,0,1,0,5,1,1,2000,10,0,0,0,24,2000,7,1,0,1
0.7628662994398363,16.942271137784317,-3.084931239140004,1.850997426186912,143.7,105.72,137.0,119.0,93.0,1,1,1,0.0,4,1,1,0,0,1,5,1,1,2000,3,0,0,0,24,2000,4,1,1,0
-1.2198626755509896,16.872739214417035,-2.853059371541869,1.1678340744336846,143.11,103.25,142.0,92.0,97.0,1,2,1,0.0,1,0,0,0,0,0,5,1,2,2000,5,1,0,0,24,2000,1,1,0,1
-1.2198626755509896,16.855664802340982,2.1553729685778458,1.4406521723515036,181.68,15.32,181.0,177.0,171.0,0,2,1,-0.5659636143418265,2,0,0,0,1,0,5,1,1,2000,6,1,0,0,24,2000,12,1,0,0
0.1998117184217853,16.842129538112207,-0.6270894425997734,-0.4500666947756772,148.87,137.64,148.0,73.0,81.0,0,2,1,0.0,3,0,0,1,1,0,5,1,1,2000,6,1,0,0,24,2000,11,1,0,1
-0.7466379486766139,16.811242881518265,5.030584126794719,0.7328904675073252,211.15,61.12,209.0,188.0,167.0,0,1,1,-0.14841973215391607,2,0,0,0,1,0,5,1,1,2000,10,0,0,0,24,2000,9,1,0,0
1.1419810963326495,16.781453193636224,-0.2560944544427575,-1.2908831277027262,177.57,6.54,176.0,177.0,177.0,0,2,1,0.0,4,1,0,0,1,0,5,1,1,2000,10,0,0,0,24,2000,4,1,0,1
